###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
60345.170650  17.078  0.052   535   28 o  0   1.60  94.91624 -24.69652  4282.08  5980.30 2.12 1.81 -75.8 -0.434 18.62 19.98 04a60345o0221o
60346.133170  17.049  0.032   550   18 o  0   0.88  94.91624 -24.69652  1572.20  4012.53 2.30 1.97  67.3 -0.404 19.40 21.06 04a60346o0248o
60346.137360  17.093  0.025   528   13 o  0   2.71  94.91624 -24.69652  1593.26  4048.37 2.23 1.97  66.5 -0.403 19.38 21.09 04a60346o0256o
60346.147388  17.122  0.028   514   14 o  0   1.44  94.91624 -24.69652  1534.97  3963.90 2.26 1.95  61.5 -0.406 19.41 21.09 04a60346o0277o
60346.153650  17.033  0.027   558   15 o  0   1.82  94.91624 -24.69652  1514.08  4076.38 2.21 1.94  67.3 -0.409 19.37 21.11 04a60346o0290o
60347.888879  16.771  0.029   711   21 o  0   2.20  94.91624 -24.69652  4229.21  7854.04 3.00 2.33 -72.6 -0.380 18.90 21.18 03a60348o0245o
60347.891953  16.721  0.032   744   24 o  0   1.10  94.91624 -24.69652  4245.88  7893.71 2.95 2.28 -69.2 -0.382 18.91 21.19 03a60348o0251o
60347.897867  16.640  0.027   801   21 o  0   1.88  94.91624 -24.69652  4195.72  7816.19 2.62 2.20 -61.3 -0.398 18.98 21.16 03a60348o0262o
60347.919075  16.829  0.034   674   23 o  0   1.19  94.91624 -24.69652  4171.79  7933.48 2.59 2.21 -54.9 -0.406 18.98 21.07 03a60348o0303o
60349.138657  16.844  0.022   664   15 o  0   3.85  94.91624 -24.69652  4425.35  7846.94 2.24 1.78 -74.0 -0.476 19.41 21.00 04a60349o0203o
60349.141903  16.992  0.026   580   15 o  0   3.57  94.91624 -24.69652  4442.76  7883.08 2.16 1.74 -73.3 -0.481 19.44 20.99 04a60349o0210o
60349.146998  17.047  0.030   551   17 o  0   1.89  94.91624 -24.69652  4387.77  7803.64 2.20 1.77 -75.1 -0.477 19.38 20.98 04a60349o0221o
60349.157006  17.131  0.032   510   16 o  0   1.63  94.91624 -24.69652  4365.93  7914.06 2.16 1.73 -74.8 -0.476 19.42 20.93 04a60349o0242o
60350.120241  17.211  0.030   474   14 o  0   1.60  94.91624 -24.69652  1472.27  2072.33 2.15 1.82  51.9 -0.442 19.43 21.02 04a60350o0169o
60350.123967  17.107  0.028   521   15 o  0   1.85  94.91624 -24.69652  1491.77  2107.60 2.18 1.82  51.2 -0.438 19.45 20.98 04a60350o0177o
60350.130001  17.054  0.031   548   17 o  0   1.84  94.91624 -24.69652  1432.94  2025.11 2.18 1.85  49.6 -0.448 19.45 20.98 04a60350o0190o
60350.142741  16.808  0.024   686   17 o  0   2.03  94.91624 -24.69652  1412.14  2133.73 2.19 1.79  50.2 -0.435 19.44 20.97 04a60350o0217o
60350.869316  16.726  0.020   741   15 o  0   1.72  94.91624 -24.69652  1428.68  2006.09 2.43 2.12 -70.1 -0.411 19.61 21.29 03a60351o0149o
60350.872146  16.783  0.020   702   14 o  0   1.82  94.91624 -24.69652  1446.62  2045.63 2.44 2.13 -69.3 -0.409 19.59 21.28 03a60351o0155o
60350.878833  16.700  0.020   759   15 o  0   1.64  94.91624 -24.69652  1389.91  1968.20 2.44 2.15 -71.6 -0.408 19.58 21.25 03a60351o0169o
60350.889123  16.675  0.019   776   15 o  0   2.01  94.91624 -24.69652  1367.32  2085.84 2.50 2.19 -70.0 -0.402 19.55 21.22 03a60351o0191o
60351.861714  16.652  0.019   793   15 o  0   1.18  94.91624 -24.69652  8273.52  6343.85 2.45 2.10 -61.3 -0.398 19.58 21.17 03a60352o0221o
60351.864604  16.676  0.019   776   15 o  0   1.46  94.91624 -24.69652  8291.04  6383.64 2.60 2.28 -59.7 -0.395 19.51 21.17 03a60352o0227o
60351.871477  16.673  0.019   778   14 o  0   1.99  94.91624 -24.69652  8234.48  6304.78 2.48 2.15 -57.2 -0.401 19.58 21.18 03a60352o0242o
60351.881341  16.731  0.020   737   14 o  0   1.79  94.91624 -24.69652  8213.65  6421.19 2.46 2.11 -59.4 -0.401 19.56 21.24 03a60352o0263o
60353.089187  16.651  0.020   793   16 o  0   4.40  94.91624 -24.69652  8433.22  6254.16 2.31 2.02 -18.1 -0.449 19.49 21.23 04a60353o0170o
60353.092361  16.675  0.020   776   15 o  0   4.63  94.91624 -24.69652  8450.79  6290.95 2.35 2.05 -19.5 -0.452 19.50 21.20 04a60353o0177o
60353.098763  16.655  0.022   791   17 o  0   4.25  94.91624 -24.69652  8394.61  6207.12 2.33 1.99 -18.4 -0.461 19.51 21.20 04a60353o0191o
60353.109373  16.832  0.024   672   16 o  0   2.74  94.91624 -24.69652  8376.50  6316.28 2.33 1.98 -21.4 -0.448 19.46 21.18 04a60353o0212o
60354.115603  16.864  0.024   652   16 o  0   2.28  94.91624 -24.69652  5651.51  2342.69 2.06 1.95 -35.6 -0.459 19.48 21.15 04a60354o0166o
60354.119821  16.761  0.019   717   14 o  0   3.57  94.91624 -24.69652  5673.54  2379.05 2.02 1.90 -32.7 -0.454 19.49 21.13 04a60354o0175o
60354.125449  16.780  0.021   705   15 o  0   2.96  94.91624 -24.69652  5613.11  2298.24 2.07 2.00 -34.2 -0.449 19.48 21.10 04a60354o0187o
60354.136005  16.675  0.021   776   17 o  0   2.33  94.91624 -24.69652  5591.10  2407.93 1.93 1.84 -36.7 -0.460 19.54 21.11 04a60354o0210o
60357.125010  16.921  0.024   619   15 o  0   2.44  94.91624 -24.69652  2404.84  6014.89 2.22 1.94  87.9 -0.403 19.25 20.56 04a60357o0255o
60357.158945  16.557  0.021   865   18 o  0   3.95  94.91624 -24.69652  2428.14  6042.24 2.26 2.07 -50.2 -0.462 19.20 20.59 04a60357o0322o
60357.162584  16.640  0.019   802   15 o  0   4.06  94.91624 -24.69652  2368.05  5962.45 2.16 1.85 -85.1 -0.415 19.34 20.66 04a60357o0330o
60357.180397  16.713  0.023   750   17 o  0   1.29  94.91624 -24.69652  2337.89  6075.01 2.14 1.81 -85.5 -0.413 19.40 20.81 04a60357o0366o
60358.105715  16.473  0.031   935   29 o  0   1.30  94.91624 -24.69652  3287.17  9998.17 2.73 1.83 -75.9 -0.429 19.11 20.18 04a60358o0217o
60358.108512  16.493  0.026   918   24 o  0   2.29  94.91624 -24.69652  3308.24 10034.87 2.77 1.86 -75.6 -0.415 19.09 20.17 04a60358o0223o
60358.114015  16.420  0.025   982   25 o  0   2.73  94.91624 -24.69652  3249.91  9953.74 2.70 1.83 -75.3 -0.429 19.10 20.20 04a60358o0235o
60358.124037  16.450  0.028   955   26 o  0   1.89  94.91624 -24.69652  3228.46 10066.13 2.65 1.80 -75.5 -0.429 19.10 20.20 04a60358o0257o
60358.860020  16.696  0.029   761   22 o  0   1.01  94.91624 -24.69652  3043.94  9975.21 2.63 2.30 -44.9 -0.378 19.13 20.07 03a60359o0228o
60358.863411  16.690  0.032   766   24 o  0   0.83  94.91624 -24.69652  3064.32 10015.03 2.62 2.28 -45.4 -0.386 19.12 20.08 03a60359o0235o
60358.871059  16.730  0.028   738   21 o  0   1.35  94.91624 -24.69652  3007.82  9937.15 2.70 2.32 -41.4 -0.378 19.11 20.06 03a60359o0251o
60358.880915  16.791  0.031   697   22 o  0   1.17  94.91624 -24.69652  2987.68 10054.19 2.78 2.44 -37.1 -0.370 19.06 20.06 03a60359o0272o
60359.855340  16.935  0.036   611   22 o  0   1.60  94.91624 -24.69652  6849.34  9880.41 2.54 2.10 -49.0 -0.411 19.01 19.82 03a60360o0220o
60359.859018  17.166  0.046   494   23 o  0   1.30  94.91624 -24.69652  6867.12  9920.96 2.55 2.13 -49.2 -0.411 19.06 19.84 03a60360o0228o
60359.867722  17.122  0.050   514   26 o  0   0.90  94.91624 -24.69652  6814.21  9842.69 2.40 2.03 -51.3 -0.420 19.06 19.84 03a60360o0246o
60359.877564  17.088  0.036   531   19 o  0   1.69  94.91624 -24.69652  6791.50  9958.91 2.63 2.12 -48.1 -0.402 18.99 19.81 03a60360o0267o
60361.096194  16.881  0.048   642   30 o  0   2.01  94.91624 -24.69652  7102.79  9809.38 2.19 2.02 -43.4 -0.408 18.59 19.31 04a60361o0160o
60361.099897  16.640  0.049   802   39 o  0   1.06  94.91624 -24.69652  7121.95  9846.41 2.19 1.99 -56.8 -0.472 18.73 19.35 04a60361o0168o
60361.107401  16.756  0.079   720   57 o  0   1.05  94.91624 -24.69652  7066.71  9763.13 2.13 1.95 -57.4 -0.416 18.08 18.51 04a60361o0184o
60361.118876  16.695  0.042   762   32 o  0   1.44  94.91624 -24.69652  7044.37  9873.21 2.10 1.96 -38.6 -0.419 18.61 19.47 04a60361o0209o
60362.082925  16.714  0.039   749   29 o  0   1.34  94.91624 -24.69652  7735.30  4202.81 2.33 2.02 -28.1 -0.431 18.64 19.24 04a60362o0175o
60362.086192  16.642  0.034   800   27 o  0   1.31  94.91624 -24.69652  7754.68  4239.59 2.35 2.01 -24.8 -0.436 18.64 19.21 04a60362o0182o
60362.092663  16.686  0.035   769   27 o  0   1.28  94.91624 -24.69652  7697.36  4156.96 2.33 1.99 -29.0 -0.422 18.65 19.18 04a60362o0196o
60362.102928  16.649  0.035   795   28 o  0   1.34  94.91624 -24.69652  7678.27  4266.18 2.34 2.04 -26.6 -0.428 18.57 19.16 04a60362o0218o
60362.836520  16.761  0.037   717   27 o  0   0.71  94.91624 -24.69652  7620.88  4294.17 2.49 2.11 -58.2 -0.410 18.86 19.64 03a60363o0174o
60362.839360  16.722  0.032   744   24 o  0   1.15  94.91624 -24.69652  7639.11  4334.81 2.55 2.17 -54.6 -0.401 18.84 19.63 03a60363o0180o
60362.845324  16.780  0.038   704   27 o  0   0.67  94.91624 -24.69652  7583.60  4255.99 2.41 2.02 -54.2 -0.420 18.89 19.61 03a60363o0193o
60362.855466  16.893  0.041   635   26 o  0   0.75  94.91624 -24.69652  7563.11  4372.64 2.63 2.21 -57.2 -0.399 18.78 19.57 03a60363o0215o
60363.843129  17.301  0.056   436   24 o  0   1.05  94.91624 -24.69652  6448.14  8308.69 2.78 2.25 -45.9 -0.378 18.75 19.40 03a60364o0189o
60363.846171  17.124  0.050   513   26 o  0   1.02  94.91624 -24.69652  6465.56  8348.46 2.84 2.31 -47.9 -0.372 18.70 19.38 03a60364o0195o
60363.852059  17.175  0.046   490   22 o  0   1.62  94.91624 -24.69652  6411.10  8269.40 2.88 2.33 -49.0 -0.372 18.69 19.34 03a60364o0207o
60363.877740  16.694  0.036   763   27 o  0   1.02  94.91624 -24.69652  6390.62  8388.82 2.84 2.33 -53.8 -0.373 18.67 19.31 03a60364o0261o
60365.082038  16.719  0.031   745   23 o  0   2.37  94.91624 -24.69652  6657.69  8249.79 2.17 1.97 -53.4 -0.401 18.73 19.39 04a60365o0177o
60365.085324  16.612  0.038   823   31 o  0   1.47  94.91624 -24.69652  6676.91  8286.01 2.42 2.06 -63.3 -0.436 18.69 19.36 04a60365o0184o
60365.090876  16.638  0.036   804   29 o  0   2.03  94.91624 -24.69652  6619.56  8204.17 2.30 2.01 -62.8 -0.423 18.71 19.35 04a60365o0196o
60365.101950  16.607  0.045   826   37 o  0   1.70  94.91624 -24.69652  6600.51  8312.61 2.14 1.95 -45.0 -0.400 18.24 18.56 04a60365o0220o
60366.083726  16.699  0.025   759   19 o  0   2.10  94.91624 -24.69652  3849.22  4375.56 2.11 1.94 -77.5 -0.434 18.91 19.74 04a60366o0181o
60366.086932  16.617  0.027   819   22 o  0   1.44  94.91624 -24.69652  3870.23  4411.53 2.14 1.93 -81.7 -0.437 18.86 19.72 04a60366o0188o
60366.093016  16.721  0.027   744   20 o  0   1.68  94.91624 -24.69652  3813.41  4330.78 2.04 1.89 -78.4 -0.426 18.92 19.71 04a60366o0201o
60366.103674  16.836  0.029   669   20 o  0   1.87  94.91624 -24.69652  3791.19  4440.39 2.13 1.90 -82.0 -0.427 18.86 19.67 04a60366o0224o
60366.828661  16.818  0.027   681   19 o  0   1.40  94.91624 -24.69652  3742.21  4375.53 2.25 2.02 -54.6 -0.409 19.11 19.97 03a60367o0154o
60366.833779  16.921  0.029   619   18 o  0   1.29  94.91624 -24.69652  3762.66  4415.75 2.28 2.08 -54.2 -0.414 19.09 19.95 03a60367o0165o
60366.837040  16.970  0.032   592   19 o  0   1.11  94.91624 -24.69652  3707.18  4338.03 2.37 2.11 -58.3 -0.400 19.05 19.93 03a60367o0172o
60366.847474  17.158  0.043   498   21 o  0   1.05  94.91624 -24.69652  3684.98  4454.64 2.49 2.27 -50.9 -0.394 18.94 19.89 03a60367o0194o
60367.871470  16.686  0.027   768   21 o  0   1.33  94.91624 -24.69652  2317.79  7929.48 2.87 2.57 -46.7 -0.372 18.96 20.05 03a60368o0270o
60367.879475  16.747  0.031   726   22 o  0   1.13  94.91624 -24.69652  2336.61  7969.96 3.00 2.75 -43.8 -0.383 18.85 20.02 03a60368o0287o
60367.882319  16.858  0.036   656   24 o  0   1.43  94.91624 -24.69652  2281.02  7890.54 3.20 2.95 -46.5 -0.367 18.81 20.00 03a60368o0293o
60367.892436  16.766  0.033   714   24 o  0   0.96  94.91624 -24.69652  2258.76  8008.59 2.88 2.59 -42.2 -0.376 18.91 19.95 03a60368o0314o
60369.091620  16.548  0.025   873   22 o  0   1.96  94.91624 -24.69652  2508.91  7952.75 2.40 1.85 -77.5 -0.434 19.16 20.41 04a60369o0204o
60369.106446  16.756  0.028   721   20 o  0   1.42  94.91624 -24.69652  2526.71  7983.38 2.47 1.83 -80.5 -0.410 19.12 20.27 04a60369o0236o
60369.109664  16.722  0.024   744   18 o  0   2.60  94.91624 -24.69652  2468.58  7904.96 2.44 1.83 -81.0 -0.412 19.10 20.26 04a60369o0243o
60369.115163  16.763  0.030   716   22 o  0   1.43  94.91624 -24.69652  2447.64  8019.16 2.38 1.81 -81.2 -0.423 19.16 20.28 04a60369o0255o
60370.835396  17.549  0.029   347   10 c  0   2.67  94.91624 -24.69652  9519.38  2337.87 2.51 2.04 -62.2 -0.396 19.82 21.85 03a60371o0191c
60370.838285  17.459  0.027   377   10 c  0   1.84  94.91624 -24.69652  9537.38  2377.90 2.48 2.06 -56.7 -0.392 19.80 21.75 03a60371o0197c
60370.841117  17.428  0.025   388   10 c  0   2.27  94.91624 -24.69652  9481.21  2297.56 2.58 2.10 -61.2 -0.386 19.72 21.65 03a60371o0203c
60370.844024  17.337  0.029   422   12 c  0   1.10  94.91624 -24.69652  9455.04  2413.22 2.50 2.05 -61.2 -0.393 19.73 21.55 03a60371o0209c
60371.837381  17.045  0.023   552   12 c  0   1.38  94.91624 -24.69652  7549.72  2362.28 2.70 2.39 -60.3 -0.405 19.64 21.84 03a60372o0196c
60371.848563  17.032  0.023   559   13 c  0   1.38  94.91624 -24.69652  7569.58  2402.08 2.51 2.23 -54.8 -0.413 19.70 21.79 03a60372o0220c
60371.852348  17.049  0.021   550   12 c  0   2.09  94.91624 -24.69652  7515.00  2323.36 2.44 2.15 -56.9 -0.413 19.72 21.75 03a60372o0228c
60371.858769  17.124  0.024   513   12 c  0   1.49  94.91624 -24.69652  7491.24  2439.49 2.58 2.29 -60.9 -0.408 19.62 21.69 03a60372o0242c
60374.814319  17.415  0.027   393   11 c  0   1.92  94.91624 -24.69652  5687.82  4327.82 2.61 2.27 -56.8 -0.391 19.75 21.89 03a60375o0138c
60374.817175  17.376  0.027   407   11 c  0   1.57  94.91624 -24.69652  5705.08  4366.94 2.55 2.19 -57.1 -0.393 19.77 21.89 03a60375o0144c
60374.822714  17.307  0.027   434   12 c  0   1.76  94.91624 -24.69652  5648.36  4288.93 2.57 2.24 -57.6 -0.389 19.73 21.89 03a60375o0156c
60374.832879  17.203  0.025   477   12 c  0   1.43  94.91624 -24.69652  5625.24  4405.24 2.73 2.38 -55.1 -0.383 19.65 21.88 03a60375o0178c
60375.868371  17.538  0.039   350   14 c  0   1.12  94.91624 -24.69652  1137.94 10065.14 2.89 2.45 -31.6 -0.408 19.71 21.71 03a60376o0090c
60375.886760  17.637  0.040   320   13 c  0   1.33  94.91624 -24.69652  1155.12 10105.95 2.92 2.46 -32.7 -0.399 19.67 21.67 03a60376o0129c
60375.890544  17.583  0.039   336   13 c  0   1.72  94.91624 -24.69652  1103.09 10026.77 3.07 2.59 -25.5 -0.399 19.63 21.64 03a60376o0137c
60375.904469 -15.242  1.019 -2905 2960 c  0   0.95  94.91624 -24.69652  1081.50 10145.10 3.12 2.56 -29.5 -0.379 14.20 16.13 03a60376o0167c
60377.105823  16.867  0.027   651   18 o  0   1.06  94.91624 -24.69652  2896.62  3615.65 2.15 2.04  76.7 -0.421 19.28 20.74 04a60377o0014o
60377.122290  16.745  0.023   728   17 o  0   2.81  94.91624 -24.69652  2848.86  3519.13 2.10 1.98  66.5 -0.426 19.32 20.71 04a60377o0049o
60377.132889  16.684  0.022   770   17 o  0   1.90  94.91624 -24.69652  2835.73  3622.41 2.16 2.03  76.3 -0.413 19.29 20.66 04a60377o0071o
60378.052635  16.782  0.036   703   26 o  0   1.48  94.91624 -24.69652 10390.13  6175.85 2.70 2.15 -10.6 -0.423 19.34 20.78 04a60378o0137o
60378.057808  16.766  0.030   714   21 o  0   2.65  94.91624 -24.69652 10410.55  6212.79 2.69 2.25 -12.5 -0.433 19.35 20.78 04a60378o0148o
60378.061512  16.603  0.030   830   25 o  0   3.03  94.91624 -24.69652 10351.72  6132.36 2.63 2.12  -9.6 -0.430 19.37 20.77 04a60378o0156o
60378.066629  16.948  0.024   604   15 o  0   1.78  94.91624 -24.69652   471.82  6147.74 2.40 2.01 -85.7 -0.400 19.38 20.84 04a60378o0167o
60378.069487  16.830  0.025   673   17 o  0   1.14  94.91624 -24.69652   490.00  6184.16 2.44 2.01  89.7 -0.387 19.36 20.81 04a60378o0173o
60378.072763  16.461  0.027   945   26 o  0   2.06  94.91624 -24.69652 10331.46  6242.43 2.60 2.06 -11.4 -0.440 19.41 20.79 04a60378o0180o
60378.075498  16.779  0.021   705   15 o  0   1.89  94.91624 -24.69652   430.31  6103.54 2.43 2.04  87.6 -0.369 19.39 20.80 04a60378o0186o
60378.085259  16.687  0.021   768   16 o  0   1.86  94.91624 -24.69652   411.34  6215.61 2.30 1.95  84.1 -0.387 19.41 20.75 04a60378o0207o
60378.785311  17.446  0.029   382   11 c  0   1.10  94.91624 -24.69652 10214.77  6338.65 2.61 2.04 -63.9 -0.382 19.85 21.90 03a60379o0102c
60378.795804  17.236  0.024   463   11 c  0   1.77  94.91624 -24.69652 10231.89  6379.75 2.65 2.05 -65.2 -0.384 19.83 21.93 03a60379o0124c
60378.800953  17.198  0.026   480   12 c  0   1.28  94.91624 -24.69652 10174.52  6299.30 2.60 2.06 -62.6 -0.383 19.85 21.94 03a60379o0135c
60378.804901  17.158  0.022   498   11 c  0   1.70  94.91624 -24.69652 10152.98  6414.95 2.36 2.05 -60.4 -0.384 19.87 21.93 03a60379o0143c
60378.810731  17.091  0.024   529   13 c  0   1.50  94.91624 -24.69652   321.15  6065.42 2.41 2.19 -58.2 -0.410 19.82 21.90 03a60379o0155c
60378.814501  17.051  0.021   549   12 c  0   2.31  94.91624 -24.69652   339.15  6105.39 2.45 2.28 -57.3 -0.401 19.82 21.90 03a60379o0163c
60378.820583  17.038  0.022   556   12 c  0   1.25  94.91624 -24.69652   284.30  6029.20 2.29 2.09 -44.9 -0.409 19.85 21.90 03a60379o0176c
60378.830488  17.071  0.021   539   11 c  0   1.90  94.91624 -24.69652   261.99  6144.75 2.43 2.23 -50.3 -0.396 19.79 21.87 03a60379o0197c
60379.809041  17.100  0.023   525   12 c  0   1.72  94.91624 -24.69652 10292.56  8289.02 2.61 2.18 -65.1 -0.412 19.82 21.94 03a60380o0154c
60379.811990  17.066  0.024   542   13 c  0   1.73  94.91624 -24.69652 10310.54  8330.29 2.73 2.20 -62.8 -0.415 19.81 21.93 03a60380o0160c
60379.817310  17.140  0.022   506   11 c  0   2.38  94.91624 -24.69652 10254.67  8250.07 2.71 2.18 -62.5 -0.412 19.82 21.93 03a60380o0171c
60379.823041  17.137  0.023   507   12 c  0   2.09  94.91624 -24.69652   383.30  8008.64 2.49 2.26 -40.7 -0.384 19.82 21.92 03a60380o0183c
60379.826347  17.181  0.023   487   11 c  0   1.31  94.91624 -24.69652   401.95  8047.02 2.48 2.24 -39.2 -0.387 19.81 21.91 03a60380o0190c
60379.828192  17.211  0.023   474   11 c  0   2.46  94.91624 -24.69652 10232.84  8365.99 2.67 2.22 -65.6 -0.404 19.79 21.90 03a60380o0194c
60379.831462  17.209  0.023   475   11 c  0   1.97  94.91624 -24.69652   346.44  7969.57 2.50 2.32 -41.1 -0.380 19.79 21.90 03a60380o0201c
60379.842724  17.428  0.027   388   10 c  0   1.61  94.91624 -24.69652   322.90  8087.29 2.52 2.33 -45.0 -0.380 19.79 21.87 03a60380o0224c
60381.047369  16.820  0.043   680   29 o  0   1.50  94.91624 -24.69652 10517.27  8118.70 2.70 2.24  -2.7 -0.471 19.33 20.79 04a60381o0131o
60381.059986  17.145  0.033   503   16 o  0   1.28  94.91624 -24.69652   581.35  8084.78 2.61 2.02 -80.5 -0.382 19.35 20.81 04a60381o0158o
60381.063159  17.148  0.028   502   14 o  0   1.75  94.91624 -24.69652   599.12  8121.22 2.73 2.04 -82.6 -0.365 19.35 20.82 04a60381o0165o
60381.069735  16.759  0.031   719   22 o  0   3.47  94.91624 -24.69652 10476.89  8070.20 2.35 2.05 -11.4 -0.412 19.33 20.69 04a60381o0179o
60381.072920  16.954  0.028   600   16 o  0   1.35  94.91624 -24.69652   541.55  8038.56 2.52 1.97 -82.7 -0.387 19.36 20.74 04a60381o0186o
60381.075253  16.739  0.035   732   26 o  0   2.16  94.91624 -24.69652 10457.51  8184.11 2.55 1.99  -2.5 -0.411 19.33 20.72 04a60381o0191o
60381.089190  16.759  0.025   718   18 o  0   1.06  94.91624 -24.69652   521.45  8149.89 2.61 2.00 -86.4 -0.372 19.40 20.80 04a60381o0221o
60382.048457  16.618  0.023   818   19 o  0   4.52  94.91624 -24.69652  8579.76  8167.19 2.22 1.86 -17.4 -0.511 19.51 20.96 04a60382o0135o
60382.051235  16.745  0.025   728   18 o  0   3.08  94.91624 -24.69652  8601.33  8204.63 2.27 1.89 -14.8 -0.481 19.46 20.93 04a60382o0141o
60382.064189  16.419  0.023   983   23 o  0   4.80  94.91624 -24.69652  8543.65  8121.30 2.19 1.86 -24.4 -0.551 19.48 20.94 04a60382o0169o
60382.070833  16.479  0.023   930   21 o  0   4.59  94.91624 -24.69652  8523.89  8234.42 2.19 1.82 -18.9 -0.485 19.52 20.94 04a60382o0183o
60382.835210  17.287  0.026   442   12 c  0   1.72  94.91624 -24.69652  8368.85  8296.28 3.09 2.64 -49.6 -0.386 19.56 21.78 03a60383o0144c
60382.838408  17.255  0.030   455   14 c  0   1.20  94.91624 -24.69652  8388.67  8335.91 3.07 2.63 -49.6 -0.388 19.59 21.79 03a60383o0151c
60382.844045  17.388  0.032   403   13 c  0   1.24  94.91624 -24.69652  8333.50  8256.40 3.11 2.68 -47.2 -0.378 19.55 21.76 03a60383o0163c
60382.855298  17.575  0.034   339   12 c  0   1.91  94.91624 -24.69652  8312.40  8372.51 3.09 2.59 -48.5 -0.378 19.51 21.71 03a60383o0187c
60383.787801  16.730  0.026   738   19 o  0   1.50  94.91624 -24.69652  9573.32  4278.17 2.70 2.19 -67.8 -0.377 19.13 20.51 03a60384o0120o
60383.792950  16.765  0.025   714   18 o  0   1.50  94.91624 -24.69652  9591.28  4317.73 2.42 2.03 -62.7 -0.390 19.26 20.56 03a60384o0131o
60383.796157  16.819  0.042   680   29 o  0   1.06  94.91624 -24.69652  9535.79  4238.53 2.44 2.01 -59.5 -0.388 18.71 19.96 03a60384o0138o
60383.806015  16.996  0.053   578   30 o  0   0.89  94.91624 -24.69652  9514.08  4354.61 2.41 1.96 -61.5 -0.390 18.51 19.77 03a60384o0159o
60385.057179  16.587  0.026   842   22 o  0   1.65  94.91624 -24.69652  9694.96  4110.02 2.56 2.04 -25.4 -0.428 19.33 20.55 04a60385o0159o
60385.062289  16.418  0.024   984   23 o  0   3.09  94.91624 -24.69652  9712.62  4148.32 2.51 2.09 -22.1 -0.452 19.33 20.52 04a60385o0170o
60385.065487  16.443  0.027   961   26 o  0   2.07  94.91624 -24.69652  9653.58  4068.18 2.41 2.02 -23.9 -0.469 19.31 20.50 04a60385o0177o
60385.076578  16.397  0.025  1003   25 o  0   2.11  94.91624 -24.69652  9631.78  4182.11 2.52 2.00 -22.8 -0.449 19.32 20.59 04a60385o0201o
60386.033986  16.533  0.025   885   22 o  0   1.89  94.91624 -24.69652  5201.48  9889.55 2.27 1.86 -66.1 -0.489 19.15 20.21 04a60386o0111o
60386.037659  16.554  0.027   868   23 o  0   2.72  94.91624 -24.69652  5219.89  9926.15 2.17 1.79 -63.0 -0.483 19.20 20.24 04a60386o0119o
60386.045172  16.528  0.025   889   22 o  0   3.09  94.91624 -24.69652  5162.90  9844.68 2.22 1.81 -67.9 -0.500 19.14 20.20 04a60386o0135o
60386.055753  16.603  0.027   829   22 o  0   3.21  94.91624 -24.69652  5143.33  9955.55 2.09 1.73 -58.4 -0.508 19.17 20.19 04a60386o0158o
60386.854267  16.918  0.074   621   46 o  0   1.16  94.91624 -24.69652  4954.76  9925.33 2.99 2.55 -40.3 -0.377 18.24 19.14 03a60387o0265o
60386.857587  16.977  0.059   588   35 o  0   0.99  94.91624 -24.69652  4973.84  9966.31 2.95 2.57 -41.7 -0.374 18.45 19.42 03a60387o0272o
60386.865268  16.954  0.047   600   28 o  0   1.66  94.91624 -24.69652  4918.42  9887.29 2.81 2.45 -38.5 -0.385 18.45 19.25 03a60387o0288o
60386.883433  16.790  0.044   698   31 o  0   0.89  94.91624 -24.69652  4900.15 10004.71 3.27 2.78 -34.1 -0.357 18.58 19.68 03a60387o0322o
60387.797540  17.167  0.033   493   16 o  0   1.88  94.91624 -24.69652  6349.56  6379.22 2.44 2.04 -53.6 -0.405 19.13 20.17 03a60388o0138o
60387.800404  17.168  0.038   493   19 o  0   1.30  94.91624 -24.69652  6366.78  6418.38 2.39 2.04 -55.9 -0.411 19.16 20.17 03a60388o0144o
60387.805821  17.145  0.034   504   17 o  0   1.04  94.91624 -24.69652  6310.63  6340.11 2.34 1.99 -51.6 -0.420 19.18 20.19 03a60388o0155o
60387.815742  16.964  0.035   595   20 o  0   1.04  94.91624 -24.69652  6288.70  6454.94 2.34 2.03 -55.2 -0.413 19.18 20.15 03a60388o0176o
60389.038863  16.732  0.030   737   22 o  0   2.25  94.91624 -24.69652  6513.82  6295.15 2.17 1.90 -36.8 -0.439 18.84 19.67 04a60389o0128o
60389.045800  16.670  0.032   780   25 o  0   1.48  94.91624 -24.69652  6532.99  6333.39 2.23 1.95 -32.7 -0.438 18.85 19.68 04a60389o0143o
60389.052356  16.659  0.038   788   30 o  0   0.85  94.91624 -24.69652  6475.00  6252.24 2.34 2.07 -46.9 -0.424 18.84 19.71 04a60389o0157o
60389.062095  16.621  0.027   816   22 o  0   2.80  94.91624 -24.69652  6454.15  6364.26 2.17 1.89 -40.1 -0.466 18.88 19.63 04a60389o0178o
60390.104558  16.995  0.067   578   39 o  0   1.08  94.91624 -24.69652  9246.69 10218.37 2.48 2.19 -17.3 -0.510 18.63 19.37 04a60390o0047o
60390.108226  16.843  0.061   665   41 o  0   1.23  94.91624 -24.69652  9263.53 10257.68 2.39 2.12 -14.0 -0.497 18.63 19.38 04a60390o0055o
60390.113691  16.820  0.057   679   38 o  0   1.15  94.91624 -24.69652  9205.41 10179.57 2.32 2.00 -19.9 -0.533 18.55 19.32 04a60390o0067o
