,Unnamed: 0,patch,skymap,tract,paths,num_columns,num_rows,num_row_groups,file_size,gbs
41,41,5,lsst_cells_v1,10704,/sdf/group/rubin/repo/main/LSSTComCam/runs/DRP/DP1/w_2025_04/DM-48556/20250127T081016Z/forcedSourceOnDiaObjectTable/10704/5/forcedSourceOnDiaObjectTable_10704_5_lsst_cells_v1_LSSTComCam_runs_DRP_DP1_w_2025_04_DM-48556_20250127T081016Z.parq,37,65971,1,7388284,0.006880875676870346
42,42,65,lsst_cells_v1,7611,/sdf/group/rubin/repo/main/LSSTComCam/runs/DRP/DP1/w_2025_04/DM-48556/20250127T081016Z/forcedSourceOnDiaObjectTable/7611/65/forcedSourceOnDiaObjectTable_7611_65_lsst_cells_v1_LSSTComCam_runs_DRP_DP1_w_2025_04_DM-48556_20250127T081016Z.parq,37,3,1,25668,2.3905187845230103e-05
43,43,64,lsst_cells_v1,2394,/sdf/group/rubin/repo/main/LSSTComCam/runs/DRP/DP1/w_2025_04/DM-48556/20250127T081016Z/forcedSourceOnDiaObjectTable/2394/64/forcedSourceOnDiaObjectTable_2394_64_lsst_cells_v1_LSSTComCam_runs_DRP_DP1_w_2025_04_DM-48556_20250127T081016Z.parq,37,183,1,44944,4.1857361793518066e-05
44,44,17,lsst_cells_v1,7850,/sdf/group/rubin/repo/main/LSSTComCam/runs/DRP/DP1/w_2025_04/DM-48556/20250127T081016Z/forcedSourceOnDiaObjectTable/7850/17/forcedSourceOnDiaObjectTable_7850_17_lsst_cells_v1_LSSTComCam_runs_DRP_DP1_w_2025_04_DM-48556_20250127T081016Z.parq,37,2345863,1,212979671,0.19835277553647757
45,45,52,lsst_cells_v1,4016,/sdf/group/rubin/repo/main/LSSTComCam/runs/DRP/DP1/w_2025_04/DM-48556/20250127T081016Z/forcedSourceOnDiaObjectTable/4016/52/forcedSourceOnDiaObjectTable_4016_52_lsst_cells_v1_LSSTComCam_runs_DRP_DP1_w_2025_04_DM-48556_20250127T081016Z.parq,37,22600,1,2521124,0.0023479796946048737
46,46,71,lsst_cells_v1,7610,/sdf/group/rubin/repo/main/LSSTComCam/runs/DRP/DP1/w_2025_04/DM-48556/20250127T081016Z/forcedSourceOnDiaObjectTable/7610/71/forcedSourceOnDiaObjectTable_7610_71_lsst_cells_v1_LSSTComCam_runs_DRP_DP1_w_2025_04_DM-48556_20250127T081016Z.parq,37,740162,1,69340323,0.06457820814102888
47,47,70,lsst_cells_v1,4848,/sdf/group/rubin/repo/main/LSSTComCam/runs/DRP/DP1/w_2025_04/DM-48556/20250127T081016Z/forcedSourceOnDiaObjectTable/4848/70/forcedSourceOnDiaObjectTable_4848_70_lsst_cells_v1_LSSTComCam_runs_DRP_DP1_w_2025_04_DM-48556_20250127T081016Z.parq,37,1505615,1,138118850,0.12863320298492908
48,48,22,lsst_cells_v1,2394,/sdf/group/rubin/repo/main/LSSTComCam/runs/DRP/DP1/w_2025_04/DM-48556/20250127T081016Z/forcedSourceOnDiaObjectTable/2394/22/forcedSourceOnDiaObjectTable_2394_22_lsst_cells_v1_LSSTComCam_runs_DRP_DP1_w_2025_04_DM-48556_20250127T081016Z.parq,37,116236,1,12818025,0.011937716044485569
49,49,58,lsst_cells_v1,10464,/sdf/group/rubin/repo/main/LSSTComCam/runs/DRP/DP1/w_2025_04/DM-48556/20250127T081016Z/forcedSourceOnDiaObjectTable/10464/58/forcedSourceOnDiaObjectTable_10464_58_lsst_cells_v1_LSSTComCam_runs_DRP_DP1_w_2025_04_DM-48556_20250127T081016Z.parq,37,46460,1,5085961,0.004736670292913914
50,50,60,lsst_cells_v1,4848,/sdf/group/rubin/repo/main/LSSTComCam/runs/DRP/DP1/w_2025_04/DM-48556/20250127T081016Z/forcedSourceOnDiaObjectTable/4848/60/forcedSourceOnDiaObjectTable_4848_60_lsst_cells_v1_LSSTComCam_runs_DRP_DP1_w_2025_04_DM-48556_20250127T081016Z.parq,37,1352,1,166132,0.00015472248196601868
51,51,97,lsst_cells_v1,10464,/sdf/group/rubin/repo/main/LSSTComCam/runs/DRP/DP1/w_2025_04/DM-48556/20250127T081016Z/forcedSourceOnDiaObjectTable/10464/97/forcedSourceOnDiaObjectTable_10464_97_lsst_cells_v1_LSSTComCam_runs_DRP_DP1_w_2025_04_DM-48556_20250127T081016Z.parq,37,39818,1,4351349,0.004052509553730488
52,52,35,lsst_cells_v1,7850,/sdf/group/rubin/repo/main/LSSTComCam/runs/DRP/DP1/w_2025_04/DM-48556/20250127T081016Z/forcedSourceOnDiaObjectTable/7850/35/forcedSourceOnDiaObjectTable_7850_35_lsst_cells_v1_LSSTComCam_runs_DRP_DP1_w_2025_04_DM-48556_20250127T081016Z.parq,37,3589,1,414527,0.00038605835288763046
53,53,57,lsst_cells_v1,10464,/sdf/group/rubin/repo/main/LSSTComCam/runs/DRP/DP1/w_2025_04/DM-48556/20250127T081016Z/forcedSourceOnDiaObjectTable/10464/57/forcedSourceOnDiaObjectTable_10464_57_lsst_cells_v1_LSSTComCam_runs_DRP_DP1_w_2025_04_DM-48556_20250127T081016Z.parq,37,111128,1,12384177,0.011533663608133793
54,54,27,lsst_cells_v1,10705,/sdf/group/rubin/repo/main/LSSTComCam/runs/DRP/DP1/w_2025_04/DM-48556/20250127T081016Z/forcedSourceOnDiaObjectTable/10705/27/forcedSourceOnDiaObjectTable_10705_27_lsst_cells_v1_LSSTComCam_runs_DRP_DP1_w_2025_04_DM-48556_20250127T081016Z.parq,37,74,1,33411,3.111641854047775e-05
55,55,20,lsst_cells_v1,2393,/sdf/group/rubin/repo/main/LSSTComCam/runs/DRP/DP1/w_2025_04/DM-48556/20250127T081016Z/forcedSourceOnDiaObjectTable/2393/20/forcedSourceOnDiaObjectTable_2393_20_lsst_cells_v1_LSSTComCam_runs_DRP_DP1_w_2025_04_DM-48556_20250127T081016Z.parq,37,7804,1,860090,0.0008010212332010269
56,56,57,lsst_cells_v1,5526,/sdf/group/rubin/repo/main/LSSTComCam/runs/DRP/DP1/w_2025_04/DM-48556/20250127T081016Z/forcedSourceOnDiaObjectTable/5526/57/forcedSourceOnDiaObjectTable_5526_57_lsst_cells_v1_LSSTComCam_runs_DRP_DP1_w_2025_04_DM-48556_20250127T081016Z.parq,37,53232,1,5847327,0.005445747636258602
57,57,28,lsst_cells_v1,2394,/sdf/group/rubin/repo/main/LSSTComCam/runs/DRP/DP1/w_2025_04/DM-48556/20250127T081016Z/forcedSourceOnDiaObjectTable/2394/28/forcedSourceOnDiaObjectTable_2394_28_lsst_cells_v1_LSSTComCam_runs_DRP_DP1_w_2025_04_DM-48556_20250127T081016Z.parq,37,496142,1,47613916,0.044343914836645126
58,58,12,lsst_cells_v1,5525,/sdf/group/rubin/repo/main/LSSTComCam/runs/DRP/DP1/w_2025_04/DM-48556/20250127T081016Z/forcedSourceOnDiaObjectTable/5525/12/forcedSourceOnDiaObjectTable_5525_12_lsst_cells_v1_LSSTComCam_runs_DRP_DP1_w_2025_04_DM-48556_20250127T081016Z.parq,37,1165293,1,107435327,0.10005694534629583
59,59,85,lsst_cells_v1,2234,/sdf/group/rubin/repo/main/LSSTComCam/runs/DRP/DP1/w_2025_04/DM-48556/20250127T081016Z/forcedSourceOnDiaObjectTable/2234/85/forcedSourceOnDiaObjectTable_2234_85_lsst_cells_v1_LSSTComCam_runs_DRP_DP1_w_2025_04_DM-48556_20250127T081016Z.parq,37,161248,1,17495018,0.01629350520670414
60,60,55,lsst_cells_v1,10463,/sdf/group/rubin/repo/main/LSSTComCam/runs/DRP/DP1/w_2025_04/DM-48556/20250127T081016Z/forcedSourceOnDiaObjectTable/10463/55/forcedSourceOnDiaObjectTable_10463_55_lsst_cells_v1_LSSTComCam_runs_DRP_DP1_w_2025_04_DM-48556_20250127T081016Z.parq,37,95780,1,10586063,0.009859039448201656
61,61,45,lsst_cells_v1,10463,/sdf/group/rubin/repo/main/LSSTComCam/runs/DRP/DP1/w_2025_04/DM-48556/20250127T081016Z/forcedSourceOnDiaObjectTable/10463/45/forcedSourceOnDiaObjectTable_10463_45_lsst_cells_v1_LSSTComCam_runs_DRP_DP1_w_2025_04_DM-48556_20250127T081016Z.parq,37,76263,1,8527529,0.007941880263388157
62,62,18,lsst_cells_v1,5063,/sdf/group/rubin/repo/main/LSSTComCam/runs/DRP/DP1/w_2025_04/DM-48556/20250127T081016Z/forcedSourceOnDiaObjectTable/5063/18/forcedSourceOnDiaObjectTable_5063_18_lsst_cells_v1_LSSTComCam_runs_DRP_DP1_w_2025_04_DM-48556_20250127T081016Z.parq,37,34118,1,3734374,0.003477906808257103
63,63,53,lsst_cells_v1,2394,/sdf/group/rubin/repo/main/LSSTComCam/runs/DRP/DP1/w_2025_04/DM-48556/20250127T081016Z/forcedSourceOnDiaObjectTable/2394/53/forcedSourceOnDiaObjectTable_2394_53_lsst_cells_v1_LSSTComCam_runs_DRP_DP1_w_2025_04_DM-48556_20250127T081016Z.parq,37,13127,1,1422550,0.001324852928519249
64,64,32,lsst_cells_v1,5525,/sdf/group/rubin/repo/main/LSSTComCam/runs/DRP/DP1/w_2025_04/DM-48556/20250127T081016Z/forcedSourceOnDiaObjectTable/5525/32/forcedSourceOnDiaObjectTable_5525_32_lsst_cells_v1_LSSTComCam_runs_DRP_DP1_w_2025_04_DM-48556_20250127T081016Z.parq,37,438250,1,42339654,0.03943187557160854
65,65,94,lsst_cells_v1,10464,/sdf/group/rubin/repo/main/LSSTComCam/runs/DRP/DP1/w_2025_04/DM-48556/20250127T081016Z/forcedSourceOnDiaObjectTable/10464/94/forcedSourceOnDiaObjectTable_10464_94_lsst_cells_v1_LSSTComCam_runs_DRP_DP1_w_2025_04_DM-48556_20250127T081016Z.parq,37,2,1,25542,2.3787841200828552e-05
66,66,35,lsst_cells_v1,10704,/sdf/group/rubin/repo/main/LSSTComCam/runs/DRP/DP1/w_2025_04/DM-48556/20250127T081016Z/forcedSourceOnDiaObjectTable/10704/35/forcedSourceOnDiaObjectTable_10704_35_lsst_cells_v1_LSSTComCam_runs_DRP_DP1_w_2025_04_DM-48556_20250127T081016Z.parq,37,72,1,33275,3.098975867033005e-05
67,67,53,lsst_cells_v1,10463,/sdf/group/rubin/repo/main/LSSTComCam/runs/DRP/DP1/w_2025_04/DM-48556/20250127T081016Z/forcedSourceOnDiaObjectTable/10463/53/forcedSourceOnDiaObjectTable_10463_53_lsst_cells_v1_LSSTComCam_runs_DRP_DP1_w_2025_04_DM-48556_20250127T081016Z.parq,37,45407,1,5001436,0.00465795025229454
68,68,95,lsst_cells_v1,4016,/sdf/group/rubin/repo/main/LSSTComCam/runs/DRP/DP1/w_2025_04/DM-48556/20250127T081016Z/forcedSourceOnDiaObjectTable/4016/95/forcedSourceOnDiaObjectTable_4016_95_lsst_cells_v1_LSSTComCam_runs_DRP_DP1_w_2025_04_DM-48556_20250127T081016Z.parq,37,26,1,28219,2.6280991733074188e-05
69,69,3,lsst_cells_v1,5063,/sdf/group/rubin/repo/main/LSSTComCam/runs/DRP/DP1/w_2025_04/DM-48556/20250127T081016Z/forcedSourceOnDiaObjectTable/5063/3/forcedSourceOnDiaObjectTable_5063_3_lsst_cells_v1_LSSTComCam_runs_DRP_DP1_w_2025_04_DM-48556_20250127T081016Z.parq,37,24629131,5,2235077016,2.081577681005001
70,70,57,lsst_cells_v1,7611,/sdf/group/rubin/repo/main/LSSTComCam/runs/DRP/DP1/w_2025_04/DM-48556/20250127T081016Z/forcedSourceOnDiaObjectTable/7611/57/forcedSourceOnDiaObjectTable_7611_57_lsst_cells_v1_LSSTComCam_runs_DRP_DP1_w_2025_04_DM-48556_20250127T081016Z.parq,37,350,1,62629,5.8327801525592804e-05
